Feature,Importance
categorical__Product ID_L53497,1.8581261418143562e-05
categorical__Product ID_L50196,1.8577528338065286e-05
categorical__Product ID_L55079,1.854967851588932e-05
categorical__Product ID_L48727,1.8532967136130073e-05
categorical__Product ID_L55869,1.852941546321233e-05
categorical__Product ID_M17215,1.8519301851540105e-05
categorical__Product ID_M19154,1.8515848787335503e-05
categorical__Product ID_L49767,1.8506519357592494e-05
categorical__Product ID_L57006,1.8488452912449427e-05
categorical__Product ID_L47405,1.84843132580461e-05
categorical__Product ID_M24437,1.8470095324355283e-05
categorical__Product ID_H33580,1.8465825894117263e-05
categorical__Product ID_L49769,1.8464125394131478e-05
categorical__Product ID_M18149,1.844706493789681e-05
categorical__Product ID_L52572,1.8414451527754216e-05
categorical__Product ID_M15985,1.841025433037894e-05
categorical__Product ID_L51216,1.840768818117205e-05
categorical__Product ID_L54013,1.8403499175768713e-05
categorical__Product ID_H34769,1.8400640051287402e-05
categorical__Product ID_L50554,1.8376118920455926e-05
categorical__Product ID_L48721,1.8374566838768608e-05
categorical__Product ID_H34804,1.836148714481801e-05
categorical__Product ID_L49194,1.833985829547178e-05
categorical__Product ID_L49680,1.8319997395688425e-05
categorical__Product ID_H31496,1.831772908775773e-05
categorical__Product ID_M17853,1.8315471518197744e-05
categorical__Product ID_M18047,1.8255123566815912e-05
categorical__Product ID_M19815,1.8252751651389145e-05
categorical__Product ID_L50285,1.824958006214496e-05
categorical__Product ID_L51665,1.824142358331143e-05
categorical__Product ID_M24117,1.8225234000019586e-05
categorical__Product ID_L48432,1.822137816909723e-05
categorical__Product ID_L48385,1.82109176819545e-05
categorical__Product ID_M21027,1.8200521180908274e-05
categorical__Product ID_L55458,1.8193952712468852e-05
categorical__Product ID_L57168,1.8188375810167368e-05
categorical__Product ID_L49867,1.813248538340563e-05
categorical__Product ID_L48501,1.812972241737063e-05
categorical__Product ID_L54861,1.810727483171788e-05
categorical__Product ID_M17018,1.8105566623208477e-05
categorical__Product ID_L53890,1.8069556857267965e-05
categorical__Product ID_L55112,1.8067276216181165e-05
categorical__Product ID_L50502,1.8061497930700637e-05
categorical__Product ID_M22749,1.804601489268912e-05
categorical__Product ID_L56895,1.8039679480180056e-05
categorical__Product ID_L49868,1.8022561366858903e-05
categorical__Product ID_L51210,1.8021746716902042e-05
categorical__Product ID_L51458,1.8016089932804708e-05
categorical__Product ID_L56772,1.8007935221872952e-05
categorical__Product ID_H34755,1.800766912206904e-05
categorical__Product ID_L50025,1.800646174906775e-05
categorical__Product ID_L49560,1.8001529167392823e-05
categorical__Product ID_H36889,1.799062445572075e-05
categorical__Product ID_M18564,1.7958395120999836e-05
categorical__Product ID_L50042,1.795513704307581e-05
categorical__Product ID_M17359,1.7916976642507426e-05
categorical__Product ID_L54023,1.7916796487345333e-05
categorical__Product ID_L55419,1.787527540960426e-05
categorical__Product ID_L56108,1.7827972849399594e-05
categorical__Product ID_L49078,1.7821153597984427e-05
categorical__Product ID_L47221,1.780104047108152e-05
categorical__Product ID_M19495,1.7788049553110404e-05
categorical__Product ID_L51483,1.773573348334773e-05
categorical__Product ID_M24102,1.7728399448520807e-05
categorical__Product ID_L50030,1.7726611663188865e-05
categorical__Product ID_L48990,1.7676905802456856e-05
categorical__Product ID_L47937,1.767661257830468e-05
categorical__Product ID_L52622,1.767586088567269e-05
categorical__Product ID_L53782,1.7613130276437362e-05
categorical__Product ID_L54680,1.7596746099767586e-05
categorical__Product ID_L54188,1.758961010224066e-05
categorical__Product ID_L48516,1.7586078650703647e-05
categorical__Product ID_L49768,1.7581921916571336e-05
categorical__Product ID_L51363,1.7579315995810873e-05
categorical__Product ID_M19702,1.7576693466181016e-05
categorical__Product ID_H33666,1.757574251083891e-05
categorical__Product ID_L47674,1.7543075710141587e-05
categorical__Product ID_M21555,1.7520277929224148e-05
categorical__Product ID_M21318,1.7514553010635744e-05
categorical__Product ID_L49052,1.7511536668906975e-05
categorical__Product ID_L53768,1.7495298935526182e-05
categorical__Product ID_L54440,1.7441298797037075e-05
categorical__Product ID_L52484,1.7435348851937743e-05
categorical__Product ID_L56400,1.7433264306222732e-05
categorical__Product ID_M17708,1.741643269769932e-05
categorical__Product ID_L49401,1.7413234448794594e-05
categorical__Product ID_L53345,1.7402791848481886e-05
categorical__Product ID_M20939,1.7394151293999098e-05
categorical__Product ID_M20202,1.7390924967626822e-05
categorical__Product ID_M21491,1.738741860541336e-05
categorical__Product ID_M22227,1.738197201281825e-05
categorical__Product ID_H37670,1.7364527998547365e-05
categorical__Product ID_M22703,1.7357976374562726e-05
categorical__Product ID_M23058,1.735392109454119e-05
categorical__Product ID_M15538,1.7349095463438555e-05
categorical__Product ID_M19299,1.7343760926623543e-05
categorical__Product ID_L53174,1.7317375239200315e-05
categorical__Product ID_L53802,1.7317335907839244e-05
categorical__Product ID_M15856,1.728054827405309e-05
categorical__Product ID_L51482,1.7277486733587097e-05
categorical__Product ID_M20347,1.7253707834588112e-05
categorical__Product ID_L52163,1.723164890278535e-05
categorical__Product ID_L51976,1.7230041719879178e-05
categorical__Product ID_M21184,1.7210655063119538e-05
categorical__Product ID_L55335,1.7189459007568775e-05
categorical__Product ID_L48815,1.7175136591126228e-05
categorical__Product ID_M22375,1.7166452047159557e-05
categorical__Product ID_M24520,1.7162201579795678e-05
categorical__Product ID_L57052,1.7116581520582644e-05
categorical__Product ID_L48344,1.7106802935040988e-05
categorical__Product ID_L51929,1.709861573422515e-05
categorical__Product ID_M16537,1.7084583610512565e-05
categorical__Product ID_L51854,1.7075244748250456e-05
categorical__Product ID_L57032,1.706527616249217e-05
categorical__Product ID_L53632,1.7060893793564672e-05
categorical__Product ID_L49335,1.7057359488269288e-05
categorical__Product ID_H30001,1.7042712751961835e-05
categorical__Product ID_L48028,1.7026289920138446e-05
categorical__Product ID_L51652,1.702144314899548e-05
categorical__Product ID_L53992,1.701533630806325e-05
categorical__Product ID_L48765,1.6998954084864e-05
categorical__Product ID_L47302,1.6955432982959588e-05
categorical__Product ID_L52380,1.6946084164597722e-05
categorical__Product ID_L48683,1.6931072845268975e-05
categorical__Product ID_L50445,1.6926629719593182e-05
categorical__Product ID_L53139,1.6913039063449096e-05
categorical__Product ID_H34799,1.690446462209141e-05
categorical__Product ID_M19720,1.688235857030939e-05
categorical__Product ID_L51647,1.687621599846572e-05
categorical__Product ID_L55533,1.6876076410987264e-05
categorical__Product ID_L50770,1.6865381082330048e-05
categorical__Product ID_L52213,1.6831434400886537e-05
categorical__Product ID_L55619,1.6787906979631224e-05
categorical__Product ID_L53981,1.677893794663463e-05
categorical__Product ID_M23466,1.675896308853343e-05
categorical__Product ID_L47663,1.6758646429244783e-05
categorical__Product ID_L55403,1.673507044036245e-05
categorical__Product ID_L57012,1.6727349913974323e-05
categorical__Product ID_L47923,1.6725445280888692e-05
categorical__Product ID_L55178,1.671070141098964e-05
categorical__Product ID_L48348,1.6702069363920715e-05
categorical__Product ID_M21221,1.6668742488913035e-05
categorical__Product ID_L49008,1.664893269743596e-05
categorical__Product ID_H30339,1.6642454165379557e-05
categorical__Product ID_L50147,1.660844620512115e-05
categorical__Product ID_M22538,1.6601666138268175e-05
categorical__Product ID_L47618,1.6573390481345184e-05
categorical__Product ID_L51055,1.6555830932454174e-05
categorical__Product ID_L47339,1.6553746718475307e-05
categorical__Product ID_L50591,1.655243974845549e-05
categorical__Product ID_M24388,1.6537587125774005e-05
categorical__Product ID_M23338,1.6520818710863882e-05
categorical__Product ID_M24526,1.6497775958647866e-05
categorical__Product ID_M19509,1.6496849361055558e-05
categorical__Product ID_L56868,1.6494248371642543e-05
categorical__Product ID_L56136,1.6490017741122976e-05
categorical__Product ID_L53003,1.645816935007903e-05
categorical__Product ID_L52573,1.6455879520364817e-05
categorical__Product ID_L54271,1.6442487950972955e-05
categorical__Product ID_H37845,1.6406246294282365e-05
categorical__Product ID_M23050,1.6381922743969166e-05
categorical__Product ID_M16840,1.6363879297236086e-05
categorical__Product ID_L52012,1.6345949651348658e-05
categorical__Product ID_L49480,1.6321408477567663e-05
categorical__Product ID_M22115,1.630811479160839e-05
categorical__Product ID_M16692,1.63065225447593e-05
categorical__Product ID_L51179,1.6306038423347355e-05
categorical__Product ID_L56569,1.629641208720027e-05
categorical__Product ID_M16616,1.629492027047225e-05
categorical__Product ID_L55412,1.6246714369031093e-05
categorical__Product ID_M20193,1.6234522367291784e-05
categorical__Product ID_M22111,1.6228748741923427e-05
categorical__Product ID_L51562,1.6222206643674674e-05
categorical__Product ID_L52746,1.6176529095419382e-05
categorical__Product ID_M22872,1.6163114835439275e-05
categorical__Product ID_L55299,1.613854193009628e-05
categorical__Product ID_M17748,1.6122478366634993e-05
categorical__Product ID_L48597,1.6117474003232757e-05
categorical__Product ID_H34469,1.6117008726857536e-05
categorical__Product ID_L51656,1.611481656245997e-05
categorical__Product ID_M15972,1.6102380705145095e-05
categorical__Product ID_L47930,1.6087470638294728e-05
categorical__Product ID_L52009,1.607771981656902e-05
categorical__Product ID_L54102,1.606851122753914e-05
categorical__Product ID_M21789,1.6053093864590834e-05
categorical__Product ID_M18906,1.602177369836604e-05
categorical__Product ID_M19237,1.601779572043418e-05
categorical__Product ID_L48510,1.6009363313681564e-05
categorical__Product ID_L54767,1.6008121613220823e-05
categorical__Product ID_L48409,1.600734770893896e-05
categorical__Product ID_M20083,1.600312620458953e-05
categorical__Product ID_H36750,1.5992896676304163e-05
categorical__Product ID_M17186,1.5975526662526346e-05
categorical__Product ID_H30585,1.595098387842976e-05
categorical__Product ID_L47567,1.593569327195747e-05
categorical__Product ID_L50769,1.589811838704967e-05
categorical__Product ID_L55839,1.589299051414478e-05
categorical__Product ID_L50543,1.5864393177490615e-05
categorical__Product ID_L52913,1.585387629812888e-05
categorical__Product ID_L50035,1.582726417436425e-05
categorical__Product ID_M15349,1.5813547571776058e-05
categorical__Product ID_L47406,1.580341312794556e-05
categorical__Product ID_H34965,1.5791304085807744e-05
categorical__Product ID_L55618,1.57534542030183e-05
categorical__Product ID_L48299,1.5737224862179138e-05
categorical__Product ID_L50753,1.573208687352876e-05
categorical__Product ID_L47354,1.5675909072597305e-05
categorical__Product ID_M16771,1.566220730803931e-05
categorical__Product ID_L50443,1.5655172953019716e-05
categorical__Product ID_L47837,1.5649810349762243e-05
categorical__Product ID_L52674,1.5627622280705387e-05
categorical__Product ID_M16777,1.5625746981270814e-05
categorical__Product ID_L55835,1.5622298598732146e-05
categorical__Product ID_M23051,1.561688065517913e-05
categorical__Product ID_L54051,1.5613388701363168e-05
categorical__Product ID_L47239,1.560261258918413e-05
categorical__Product ID_M17420,1.560207175199606e-05
categorical__Product ID_L51587,1.5589841383889924e-05
categorical__Product ID_L54524,1.5586250267617898e-05
categorical__Product ID_M21690,1.554743861690535e-05
categorical__Product ID_L48922,1.5546383354910272e-05
categorical__Product ID_L51728,1.5509999129622322e-05
categorical__Product ID_L55113,1.5490537639498733e-05
categorical__Product ID_L48897,1.5480313409452044e-05
categorical__Product ID_M20853,1.547889438163969e-05
categorical__Product ID_M19673,1.5432111655422132e-05
categorical__Product ID_H30660,1.5428528493834675e-05
categorical__Product ID_L52109,1.542678042334656e-05
categorical__Product ID_L47602,1.542288954122439e-05
categorical__Product ID_M22082,1.5422385199733407e-05
categorical__Product ID_M18187,1.5410445499957555e-05
categorical__Product ID_L51645,1.5395375945428638e-05
categorical__Product ID_M18913,1.5389834812035297e-05
categorical__Product ID_H37916,1.535939578387974e-05
categorical__Product ID_H30315,1.5346546854547622e-05
categorical__Product ID_L54514,1.534092810635511e-05
categorical__Product ID_M24351,1.5329883819704216e-05
categorical__Product ID_L55742,1.5301772955754976e-05
categorical__Product ID_L50072,1.5301730241156563e-05
categorical__Product ID_L52833,1.5284609037498153e-05
categorical__Product ID_M21957,1.5279179830453938e-05
categorical__Product ID_L49678,1.5275930042460013e-05
categorical__Product ID_H32698,1.5273970484779667e-05
categorical__Product ID_M16158,1.5263728216115287e-05
categorical__Product ID_L52296,1.5248108555686278e-05
categorical__Product ID_L51069,1.5246503777188545e-05
categorical__Product ID_L47418,1.5245467151729157e-05
categorical__Product ID_M19569,1.5245091417145584e-05
categorical__Product ID_L48428,1.5238329297910685e-05
categorical__Product ID_L52631,1.521111404697415e-05
categorical__Product ID_L49004,1.5168785463927338e-05
categorical__Product ID_L47899,1.515235003547437e-05
categorical__Product ID_M20857,1.513652296387101e-05
categorical__Product ID_M17713,1.5124021877210224e-05
categorical__Product ID_M15622,1.5118174060050505e-05
categorical__Product ID_L51766,1.5113603000376212e-05
categorical__Product ID_L48200,1.510794198107131e-05
categorical__Product ID_M18114,1.5100582954558986e-05
categorical__Product ID_M22607,1.5096022101704648e-05
categorical__Product ID_L51382,1.5094465904011072e-05
categorical__Product ID_M15488,1.50872182618357e-05
categorical__Product ID_L48772,1.5074891159570364e-05
categorical__Product ID_L47637,1.5067005744830083e-05
categorical__Product ID_L51191,1.5061228818247668e-05
categorical__Product ID_L52900,1.505730136599107e-05
categorical__Product ID_M20682,1.5054589450918699e-05
categorical__Product ID_L56447,1.5031037617649817e-05
categorical__Product ID_L48685,1.5027008520904367e-05
categorical__Product ID_L48534,1.5020453180656243e-05
categorical__Product ID_L52232,1.4997237398395108e-05
categorical__Product ID_L51202,1.4980345253371122e-05
categorical__Product ID_M17527,1.4969733615248599e-05
categorical__Product ID_L47592,1.4968952732378673e-05
categorical__Product ID_L48072,1.4959366010402576e-05
categorical__Product ID_L53210,1.495147374716486e-05
categorical__Product ID_M24535,1.4935774759125223e-05
categorical__Product ID_L48752,1.49271620186057e-05
categorical__Product ID_L53820,1.4906222438256748e-05
categorical__Product ID_L52005,1.4890269713927597e-05
categorical__Product ID_L48828,1.4880636074912403e-05
categorical__Product ID_L50259,1.4872754818231733e-05
categorical__Product ID_L54174,1.4852894544030529e-05
categorical__Product ID_M20596,1.4833506810245625e-05
categorical__Product ID_L50705,1.4827063269251451e-05
categorical__Product ID_M16795,1.4818913616171317e-05
categorical__Product ID_M19632,1.4816670297898345e-05
categorical__Product ID_M23513,1.4813623173350068e-05
categorical__Product ID_L54145,1.479643335127508e-05
categorical__Product ID_L52006,1.4775030832925436e-05
categorical__Product ID_M20275,1.4774132531287791e-05
categorical__Product ID_L51943,1.4758548921998406e-05
categorical__Product ID_H30185,1.4749795426953788e-05
categorical__Product ID_M19865,1.474034260226547e-05
categorical__Product ID_M23142,1.473648394966089e-05
categorical__Product ID_L48198,1.4730602702444789e-05
categorical__Product ID_L54318,1.4725443003431069e-05
categorical__Product ID_M23350,1.4723879164479565e-05
categorical__Product ID_L50542,1.4720715082932773e-05
categorical__Product ID_M16030,1.4717908650070432e-05
categorical__Product ID_L51695,1.4712190439007358e-05
categorical__Product ID_L51528,1.4710189143415478e-05
categorical__Product ID_M19064,1.4695376917893261e-05
categorical__Product ID_L51612,1.4680100528608099e-05
categorical__Product ID_L47950,1.4672928258148611e-05
categorical__Product ID_H37528,1.4672352026067243e-05
categorical__Product ID_L47426,1.4665107675177433e-05
categorical__Product ID_L49850,1.4660978167726747e-05
categorical__Product ID_L55774,1.4654059527453066e-05
categorical__Product ID_L50522,1.4645641717455724e-05
categorical__Product ID_L50646,1.463578168530615e-05
categorical__Product ID_L56515,1.4603645933310317e-05
categorical__Product ID_L52841,1.4574109322349851e-05
categorical__Product ID_M19768,1.4573881276162091e-05
categorical__Product ID_L56450,1.4571877057360111e-05
categorical__Product ID_M21799,1.4553893876150993e-05
categorical__Product ID_L48686,1.4548310052284167e-05
categorical__Product ID_L53165,1.4541628457690128e-05
categorical__Product ID_L51521,1.453093051693607e-05
categorical__Product ID_H35580,1.4527354141588245e-05
categorical__Product ID_L53673,1.4524651111380392e-05
categorical__Product ID_H29626,1.4521848704817545e-05
categorical__Product ID_M18133,1.4505351948840127e-05
categorical__Product ID_M20867,1.4499864985196292e-05
categorical__Product ID_L47678,1.4499715278573965e-05
categorical__Product ID_L51778,1.4497354140558198e-05
categorical__Product ID_H38867,1.4470077509463168e-05
categorical__Product ID_H36250,1.4451298817212266e-05
categorical__Product ID_L52935,1.4435051949252767e-05
categorical__Product ID_L50651,1.4434747821471976e-05
categorical__Product ID_H33318,1.4433023201112102e-05
categorical__Product ID_M21565,1.4415005242676134e-05
categorical__Product ID_L49810,1.4394460096972169e-05
categorical__Product ID_L53812,1.4392640074144183e-05
categorical__Product ID_M19953,1.4378353753961581e-05
categorical__Product ID_L47929,1.4352200912697187e-05
categorical__Product ID_L54859,1.4341326078235963e-05
categorical__Product ID_L55025,1.4340547811961465e-05
categorical__Product ID_L54156,1.433670420166741e-05
categorical__Product ID_L48610,1.4333225327271019e-05
categorical__Product ID_L48512,1.4320445811211237e-05
categorical__Product ID_L50111,1.4284377036528605e-05
categorical__Product ID_L53097,1.4276672737275555e-05
categorical__Product ID_L53004,1.4250899007642551e-05
categorical__Product ID_L48770,1.424499778838494e-05
categorical__Product ID_M19624,1.4244077572429326e-05
categorical__Product ID_M19519,1.4201344487758191e-05
categorical__Product ID_L55567,1.4171195306558334e-05
categorical__Product ID_H32940,1.4141021082820469e-05
categorical__Product ID_L47596,1.4137755580267216e-05
categorical__Product ID_L50252,1.4124920367108193e-05
categorical__Product ID_L53516,1.4120235833616741e-05
categorical__Product ID_L56275,1.4102305353713557e-05
categorical__Product ID_M18918,1.4086249717458695e-05
categorical__Product ID_L47728,1.4068553305690998e-05
categorical__Product ID_L56335,1.4063977174548674e-05
categorical__Product ID_L53351,1.4060853530206813e-05
categorical__Product ID_L53111,1.4055020626296524e-05
categorical__Product ID_H33750,1.4041003245713707e-05
categorical__Product ID_M21824,1.4016239234728926e-05
categorical__Product ID_L54986,1.40018875657393e-05
categorical__Product ID_H34311,1.3981335257659286e-05
categorical__Product ID_M21028,1.39760794213772e-05
categorical__Product ID_L51024,1.3975484553292475e-05
categorical__Product ID_L50490,1.3964280605686711e-05
categorical__Product ID_L56291,1.3950325995849546e-05
categorical__Product ID_L51592,1.3945508233662613e-05
categorical__Product ID_L50778,1.3939713459257798e-05
categorical__Product ID_L54895,1.3939519998549862e-05
categorical__Product ID_L47231,1.3928482214290279e-05
categorical__Product ID_L47595,1.3914200156167136e-05
categorical__Product ID_H37836,1.3905349857495937e-05
categorical__Product ID_M19755,1.3903755719926747e-05
categorical__Product ID_L48722,1.390062904964832e-05
categorical__Product ID_L51026,1.3895416294675876e-05
categorical__Product ID_H33439,1.389446487856491e-05
categorical__Product ID_L47925,1.3892045745498874e-05
categorical__Product ID_L48915,1.3889294368267463e-05
categorical__Product ID_L49939,1.3887127313698135e-05
categorical__Product ID_L54157,1.384884899855413e-05
categorical__Product ID_L54300,1.3829300676358332e-05
categorical__Product ID_L47944,1.3827198313648052e-05
categorical__Product ID_M22905,1.3807619483634546e-05
categorical__Product ID_M21509,1.3782367052909573e-05
categorical__Product ID_M18132,1.3781261464872998e-05
categorical__Product ID_L55119,1.376828158510255e-05
categorical__Product ID_L50752,1.3766984143544422e-05
categorical__Product ID_L56478,1.3752911466535588e-05
categorical__Product ID_L47593,1.3750378833242244e-05
categorical__Product ID_M20858,1.371274724676974e-05
categorical__Product ID_H30008,1.3710207790842312e-05
categorical__Product ID_M15204,1.3708211071557134e-05
categorical__Product ID_L48635,1.3699567917206225e-05
categorical__Product ID_H33271,1.3690171265757421e-05
categorical__Product ID_M22794,1.3682466138117257e-05
categorical__Product ID_M18563,1.3682321331365378e-05
categorical__Product ID_M16601,1.3675138014443558e-05
categorical__Product ID_M18933,1.367400640818787e-05
categorical__Product ID_M18038,1.3650677752650317e-05
categorical__Product ID_L50481,1.3645946075087304e-05
categorical__Product ID_L49937,1.3643885099742389e-05
categorical__Product ID_L48025,1.3639929292111159e-05
categorical__Product ID_L49250,1.3636155536210702e-05
categorical__Product ID_L56164,1.3629919696444076e-05
categorical__Product ID_L55956,1.361987356969375e-05
categorical__Product ID_H30248,1.3598410914106321e-05
categorical__Product ID_M19939,1.3595727904149871e-05
categorical__Product ID_L49053,1.3592884754484451e-05
categorical__Product ID_M18425,1.3547597140464611e-05
categorical__Product ID_L47679,1.3543730813873148e-05
categorical__Product ID_M19236,1.3528254058360629e-05
categorical__Product ID_L54651,1.3522961957262575e-05
categorical__Product ID_L52436,1.3511203678913648e-05
categorical__Product ID_M19046,1.3510870101506092e-05
categorical__Product ID_M17302,1.349660072763792e-05
categorical__Product ID_L48358,1.3495099488495462e-05
categorical__Product ID_M16034,1.347130452741506e-05
categorical__Product ID_L52378,1.3451282467375416e-05
categorical__Product ID_M22107,1.3449615528614343e-05
categorical__Product ID_M19412,1.3448130072634803e-05
categorical__Product ID_L54089,1.3436931340786107e-05
categorical__Product ID_L48601,1.3435055748259337e-05
categorical__Product ID_M17125,1.3434252181618404e-05
categorical__Product ID_L50535,1.343064950502498e-05
categorical__Product ID_M17181,1.3425230748368918e-05
categorical__Product ID_L54624,1.342461124930222e-05
categorical__Product ID_H31176,1.3422129355297422e-05
categorical__Product ID_L54154,1.339868491274997e-05
categorical__Product ID_M22551,1.3388208778870622e-05
categorical__Product ID_L56700,1.3379748642136739e-05
categorical__Product ID_H38909,1.3344505577807568e-05
categorical__Product ID_L49668,1.3333752982079743e-05
categorical__Product ID_M17972,1.3327067465485324e-05
categorical__Product ID_H34720,1.3279694368038681e-05
categorical__Product ID_L49449,1.3274556429640188e-05
categorical__Product ID_L51947,1.3266839864925344e-05
categorical__Product ID_L49558,1.3264026900899403e-05
categorical__Product ID_L56986,1.3254437885469406e-05
categorical__Product ID_M20077,1.3239414316261142e-05
categorical__Product ID_H35096,1.3232101651769855e-05
categorical__Product ID_L50043,1.3230298532408692e-05
categorical__Product ID_L50084,1.3219118329034527e-05
categorical__Product ID_L51343,1.321726541936901e-05
categorical__Product ID_M20270,1.321470963133351e-05
categorical__Product ID_L55202,1.3214519471605064e-05
categorical__Product ID_L55782,1.319986302766938e-05
categorical__Product ID_L57098,1.3190886661671533e-05
categorical__Product ID_L51163,1.3169763335654042e-05
categorical__Product ID_L54759,1.3166012559064617e-05
categorical__Product ID_L50665,1.314614688134023e-05
categorical__Product ID_L56440,1.3133637807846972e-05
categorical__Product ID_M17871,1.3112545017198255e-05
categorical__Product ID_L50289,1.3108638124992346e-05
categorical__Product ID_M17618,1.3100687366408493e-05
categorical__Product ID_L54765,1.3094066193978584e-05
categorical__Product ID_M15018,1.3079394156029599e-05
categorical__Product ID_L54536,1.3079372917730453e-05
categorical__Product ID_L50204,1.3078924617079494e-05
categorical__Product ID_L51786,1.307881651820341e-05
categorical__Product ID_L50218,1.3077342301878154e-05
categorical__Product ID_L50638,1.3074412321190141e-05
categorical__Product ID_L53962,1.3041809509824585e-05
categorical__Product ID_L54101,1.3040578191244154e-05
categorical__Product ID_L50629,1.3035679091473916e-05
categorical__Product ID_M22466,1.3033588668524249e-05
categorical__Product ID_L53719,1.3031233359865007e-05
categorical__Product ID_L51158,1.3018450308955466e-05
categorical__Product ID_L55181,1.301744885955506e-05
categorical__Product ID_L48958,1.3010858636054768e-05
categorical__Product ID_H37143,1.2991147081736437e-05
categorical__Product ID_L48059,1.2978491939323397e-05
categorical__Product ID_L51322,1.2958880315307892e-05
categorical__Product ID_L53391,1.2950523552425505e-05
categorical__Product ID_L48328,1.2922982929989822e-05
categorical__Product ID_L54299,1.2854470876975421e-05
categorical__Product ID_L51924,1.2846647735235898e-05
categorical__Product ID_H32928,1.2838416040577013e-05
categorical__Product ID_M19524,1.2804973648587812e-05
categorical__Product ID_L49243,1.278451105458866e-05
categorical__Product ID_M15732,1.27741241923245e-05
categorical__Product ID_L54307,1.275834740706134e-05
categorical__Product ID_M22615,1.2755037045537347e-05
categorical__Product ID_M15794,1.2747179619452565e-05
categorical__Product ID_L52260,1.2731476421568904e-05
categorical__Product ID_L51643,1.272241806738818e-05
categorical__Product ID_L55081,1.2717553313812357e-05
categorical__Product ID_H29742,1.271750536420442e-05
categorical__Product ID_L51680,1.2705019610513947e-05
categorical__Product ID_L54885,1.2698622990441242e-05
categorical__Product ID_M18677,1.2688332231506933e-05
categorical__Product ID_L54019,1.2686990289159659e-05
categorical__Product ID_L47940,1.2684118487758909e-05
categorical__Product ID_M20768,1.267793240997958e-05
categorical__Product ID_M19410,1.267313958048861e-05
categorical__Product ID_H32498,1.2672728046645953e-05
categorical__Product ID_L49730,1.2656986910317216e-05
categorical__Product ID_L49447,1.2644813243606439e-05
categorical__Product ID_L49514,1.263921440669459e-05
categorical__Product ID_H30169,1.2629687573771765e-05
categorical__Product ID_M19651,1.2623245009061663e-05
categorical__Product ID_M17717,1.2622594739390557e-05
categorical__Product ID_L56606,1.261181709600995e-05
categorical__Product ID_L47769,1.2600527545516025e-05
categorical__Product ID_L49465,1.2600526355383114e-05
categorical__Product ID_M21843,1.2590920492304382e-05
categorical__Product ID_L49999,1.2574114054071314e-05
categorical__Product ID_L53119,1.2557560518116107e-05
categorical__Product ID_L48126,1.2545127601550502e-05
categorical__Product ID_L47258,1.254320353388061e-05
categorical__Product ID_M22131,1.2539294974812181e-05
categorical__Product ID_L50200,1.2531708782756925e-05
categorical__Product ID_M19585,1.2523262896069879e-05
categorical__Product ID_M18355,1.251015574641053e-05
categorical__Product ID_L54843,1.2490456156615016e-05
categorical__Product ID_L50179,1.2478173985594452e-05
categorical__Product ID_L48475,1.2471415717743588e-05
categorical__Product ID_L51698,1.245421783622226e-05
categorical__Product ID_L56085,1.2444673786603226e-05
categorical__Product ID_M19146,1.2430938227846937e-05
categorical__Product ID_L53933,1.2430227896640708e-05
categorical__Product ID_M14872,1.241366084357822e-05
categorical__Product ID_L56129,1.241121341066863e-05
categorical__Product ID_L53690,1.2406301304027836e-05
categorical__Product ID_L53849,1.2402221399125171e-05
categorical__Product ID_H37691,1.2392660383271964e-05
categorical__Product ID_L52401,1.2391483670580567e-05
categorical__Product ID_M16489,1.2380027164667127e-05
categorical__Product ID_L51377,1.2365814365181956e-05
categorical__Product ID_H37657,1.2344324836412564e-05
categorical__Product ID_H33189,1.2339850258256344e-05
categorical__Product ID_L53605,1.2336924188464566e-05
categorical__Product ID_H35832,1.2325784180529046e-05
categorical__Product ID_M16617,1.2314811920786643e-05
categorical__Product ID_L53850,1.2309710663960112e-05
categorical__Product ID_L56661,1.2306780963067746e-05
categorical__Product ID_L53650,1.2299930966798408e-05
categorical__Product ID_M16105,1.2291340428862427e-05
categorical__Product ID_L48833,1.2289750291683092e-05
categorical__Product ID_H31906,1.2288134594178933e-05
categorical__Product ID_L51809,1.227635556657439e-05
categorical__Product ID_L51860,1.2254095968023247e-05
categorical__Product ID_L56501,1.2253774603980321e-05
categorical__Product ID_L47997,1.2233653007399052e-05
categorical__Product ID_L48429,1.223140146069361e-05
categorical__Product ID_M21701,1.2224979926629836e-05
categorical__Product ID_M16691,1.2209667447390945e-05
categorical__Product ID_L57008,1.2201597543324344e-05
categorical__Product ID_L53896,1.2198041793897318e-05
categorical__Product ID_L52832,1.2194767986796875e-05
categorical__Product ID_L51229,1.2192927390200722e-05
categorical__Product ID_H37697,1.2190337486980604e-05
categorical__Product ID_L50314,1.218755889912846e-05
categorical__Product ID_M15042,1.218692697511438e-05
categorical__Product ID_L53846,1.2185369059357017e-05
categorical__Product ID_L53205,1.217941525573899e-05
categorical__Product ID_M19497,1.2177092018362774e-05
categorical__Product ID_M15065,1.2174532023391698e-05
categorical__Product ID_L54374,1.2174367272216895e-05
categorical__Product ID_H30162,1.2171346868830069e-05
categorical__Product ID_M18760,1.2164262355903779e-05
categorical__Product ID_L51926,1.2146577988742374e-05
categorical__Product ID_L47770,1.2139575166347179e-05
categorical__Product ID_L52629,1.212986257304151e-05
categorical__Product ID_L53038,1.2128309969381969e-05
categorical__Product ID_M18329,1.2120383493100386e-05
categorical__Product ID_L47314,1.2100703470733286e-05
